t_rel,state_stamp,x,y,z,vx,vy,vz
8.675548,1783997325.407810,3.618162,-0.200138,0.706923,-1.309010,-0.950777,-0.796331
8.701591,1783997325.435543,3.594602,-0.213639,0.695464,-1.482470,-0.937179,-0.802835
8.714208,1783997325.448467,3.580800,-0.219783,0.690064,-1.570023,-0.921980,-0.796487
8.725186,1783997325.465447,3.553427,-0.231934,0.679207,-1.725755,-0.906744,-0.792820
8.742218,1783997325.476497,3.539080,-0.237235,0.674352,-1.798445,-0.896481,-0.785095
8.760183,1783997325.497842,3.507573,-0.247580,0.664559,-1.938879,-0.871723,-0.762009
8.772162,1783997325.509600,3.510703,-0.243786,0.667523,-1.915703,-0.852760,-0.742643
8.784017,1783997325.518429,3.472215,-0.258208,0.654563,-2.078400,-0.853271,-0.735085
8.796030,1783997325.527759,3.456402,-0.261437,0.651140,-2.127109,-0.835739,-0.712489
8.806977,1783997325.538588,3.460408,-0.257053,0.654304,-2.097233,-0.812629,-0.691700
8.818900,1783997325.557693,3.425613,-0.263825,0.647208,-2.199242,-0.784203,-0.644303
8.830863,1783997325.567753,3.384876,-0.274414,0.637937,-2.320261,-0.781418,-0.609249
8.841163,1783997325.580787,3.363702,-0.276990,0.635189,-2.366640,-0.765880,-0.572631
8.856142,1783997325.591044,3.343429,-0.279651,0.632584,-2.409200,-0.754607,-0.539710
8.866197,1783997325.603717,3.345670,-0.276640,0.634287,-2.391797,-0.738539,-0.527368
8.876194,1783997325.611722,3.321958,-0.279427,0.631290,-2.429658,-0.722127,-0.487553
8.886361,1783997325.621692,3.300113,-0.283377,0.628173,-2.470578,-0.719131,-0.459110
8.898408,1783997325.632977,3.280522,-0.284667,0.626465,-2.487827,-0.701127,-0.421402
8.908876,1783997325.642212,3.254148,-0.289294,0.623222,-2.524463,-0.698345,-0.385708
8.918970,1783997325.652020,3.230965,-0.290586,0.621945,-2.542572,-0.681780,-0.340708
8.930883,1783997325.664724,3.209869,-0.291879,0.620836,-2.553422,-0.667245,-0.301260
8.943001,1783997325.674736,3.186722,-0.291559,0.620526,-2.557882,-0.643290,-0.251658
8.957736,1783997325.696742,3.151463,-0.291063,0.620062,-2.550830,-0.606449,-0.178955
8.969383,1783997325.706836,3.128982,-0.291733,0.619884,-2.552867,-0.592213,-0.137626
8.980438,1783997325.717376,3.106183,-0.292243,0.619987,-2.552387,-0.577841,-0.096177
8.992386,1783997325.726738,3.083724,-0.291856,0.620466,-2.544072,-0.558374,-0.054465
9.004242,1783997325.739816,3.061255,-0.290139,0.621390,-2.529953,-0.531607,-0.011534
9.014313,1783997325.747730,3.035802,-0.290901,0.622119,-2.519073,-0.520256,0.028197
9.024307,1783997325.757765,3.012892,-0.290363,0.623205,-2.502097,-0.503495,0.064640
9.034298,1783997325.769917,2.988331,-0.288681,0.624654,-2.474081,-0.479129,0.102494
9.045707,1783997325.779785,2.962692,-0.287664,0.626422,-2.450743,-0.462028,0.139621
9.057540,1783997325.789835,2.939528,-0.286544,0.628231,-2.424991,-0.446792,0.171560
9.070923,1783997325.809970,2.895495,-0.283714,0.632071,-2.350423,-0.415428,0.225016
9.087789,1783997325.819983,2.873623,-0.283035,0.634277,-2.310559,-0.406802,0.248266
9.100286,1783997325.829715,2.852569,-0.280782,0.636556,-2.261823,-0.389060,0.267777
9.112523,1783997325.849604,2.809816,-0.275994,0.641597,-2.147886,-0.355000,0.296883
9.123425,1783997325.859041,2.790598,-0.273688,0.643999,-2.085758,-0.339856,0.304894
9.133895,1783997325.870396,2.771638,-0.269374,0.646400,-2.019781,-0.312855,0.308383
9.147058,1783997325.880831,2.752729,-0.265689,0.648910,-1.954749,-0.290776,0.309528
9.160843,1783997325.900071,2.715691,-0.261332,0.654268,-1.824320,-0.268775,0.308496
9.172747,1783997325.908942,2.698004,-0.257307,0.656778,-1.752979,-0.246393,0.301589
9.183718,1783997325.921608,2.681057,-0.252446,0.659154,-1.677595,-0.218486,0.290125
9.193984,1783997325.931790,2.663271,-0.248531,0.661835,-1.609383,-0.198377,0.279304
9.206031,1783997325.941876,2.644249,-0.244719,0.664771,-1.533220,-0.180020,0.264673
9.219011,1783997325.953276,2.625422,-0.240876,0.667703,-1.457262,-0.162430,0.247299
9.231455,1783997325.962806,2.608630,-0.236721,0.670298,-1.387491,-0.142382,0.227698
9.243868,1783997325.975219,2.591049,-0.231936,0.673039,-1.307743,-0.119210,0.202713
9.256254,1783997325.994847,2.559992,-0.223820,0.677889,-1.161909,-0.084328,0.152076
9.268520,1783997326.004822,2.545124,-0.219375,0.680237,-1.088052,-0.065082,0.123103
9.280879,1783997326.013816,2.542134,-0.215444,0.681169,-1.106985,-0.036829,0.122651
9.292623,1783997326.023843,2.526700,-0.211068,0.683735,-1.023367,-0.019967,0.089439
9.302676,1783997326.034603,2.513801,-0.207517,0.685772,-0.942452,-0.008483,0.056794
9.315647,1783997326.055393,2.488514,-0.198491,0.690240,-0.787148,0.026887,-0.013306
9.327927,1783997326.065394,2.476810,-0.194006,0.692329,-0.708339,0.043290,-0.051151
9.338705,1783997326.077126,2.466695,-0.190321,0.693770,-0.622399,0.052886,-0.092401
9.358425,1783997326.090571,2.456010,-0.185485,0.695939,-0.544694,0.071019,-0.131990
9.373178,1783997326.112755,2.436795,-0.176357,0.699442,-0.375142,0.099524,-0.222145
9.384996,1783997326.122813,2.429226,-0.172432,0.700441,-0.291616,0.109336,-0.268739
9.395918,1783997326.132985,2.422403,-0.168552,0.701279,-0.208369,0.118739,-0.315494
9.406067,1783997326.143498,2.416185,-0.164607,0.701663,-0.114132,0.126079,-0.367842
9.417997,1783997326.153597,2.410435,-0.160589,0.702531,-0.034546,0.137110,-0.412309
9.428489,1783997326.162807,2.408243,-0.157385,0.698940,0.108079,0.128993,-0.491229
9.438546,1783997326.174081,2.403561,-0.153266,0.700191,0.180806,0.142827,-0.528370
9.449904,1783997326.174081,2.403561,-0.153266,0.700191,0.180806,0.142827,-0.528370
9.459960,1783997326.198377,2.399107,-0.146025,0.698865,0.359998,0.159410,-0.618285
9.470121,1783997326.207981,2.397658,-0.142685,0.698608,0.436392,0.170267,-0.652609
9.480416,1783997326.221071,2.397654,-0.139816,0.697325,0.515540,0.177755,-0.686191
9.491843,1783997326.230508,2.395560,-0.135872,0.699220,0.582549,0.197298,-0.707803
